@RELATION all_data_pacman
	@ATTRIBUTE pacmanPosX NUMERIC
	@ATTRIBUTE pacmanPosY NUMERIC
	@ATTRIBUTE Ghost_1_PosX NUMERIC
	@ATTRIBUTE Ghost_1_PosY NUMERIC
	@ATTRIBUTE Ghost_2_PosX NUMERIC
	@ATTRIBUTE Ghost_2_PosY NUMERIC
	@ATTRIBUTE Ghost_3_PosX NUMERIC
	@ATTRIBUTE Ghost_3_PosY NUMERIC
	@ATTRIBUTE Ghost_4_PosX NUMERIC
	@ATTRIBUTE Ghost_4_PosY NUMERIC
	@ATTRIBUTE legalNorth NUMERIC
	@ATTRIBUTE legalSouth NUMERIC
	@ATTRIBUTE legalWest NUMERIC
	@ATTRIBUTE legalEast NUMERIC
	@ATTRIBUTE ghost_1_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_2_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_3_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_4_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_1_Distance NUMERIC
	@ATTRIBUTE ghost_2_Distance NUMERIC
	@ATTRIBUTE ghost_3_Distance NUMERIC
	@ATTRIBUTE ghost_4_Distance NUMERIC
	@ATTRIBUTE livingGhost_1 {True, False}
	@ATTRIBUTE livingGhost_2 {True, False}
	@ATTRIBUTE livingGhost_3 {True, False}
	@ATTRIBUTE livingGhost_4 {True, False}
	@ATTRIBUTE currentMove {Stop, North, South, West, East}

@data
17, 8, 1, 1, 3, 1, 5, 1, 18, 9, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, East
18, 8, 1, 1, 3, 1, 5, 1, 18, 10, 1, 1, 1, 0, Stop, Stop, Stop, South, 1000, 1000, 1000, 1, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
1, 11, 5, 5, 6, 9, 7, 11, 14, 6, 0, 1, 0, 1, West, Stop, West, South, 10, 7, 6, 19, True, True, True, True, Stop
1, 11, 5, 4, 6, 10, 8, 11, 14, 5, 0, 1, 0, 1, South, North, East, South, 11, 6, 7, 19, True, True, True, True, Stop
1, 11, 5, 5, 6, 11, 9, 11, 14, 5, 0, 1, 0, 1, North, North, East, South, 10, 5, 8, 20, True, True, True, True, Stop
2, 11, 6, 5, 5, 11, 8, 11, 14, 4, 0, 0, 1, 1, East, West, West, West, 10, 3, 6, 18, True, True, True, True, East
3, 11, 6, 5, 6, 11, 8, 11, 13, 4, 0, 0, 1, 1, East, East, West, North, 9, 3, 5, 16, True, True, True, True, East
4, 11, 6, 5, 6, 10, 8, 11, 13, 5, 0, 0, 1, 1, East, South, West, East, 8, 3, 4, 16, True, True, True, True, East
5, 11, 5, 5, 6, 11, 9, 11, 14, 5, 0, 1, 1, 1, West, North, East, West, 6, 1, 4, 14, True, True, True, True, East
6, 11, 4, 5, 3, 1, 10, 11, 13, 5, 0, 1, 1, 1, West, Stop, East, South, 8, 1000, 4, 14, True, False, True, True, East
6, 10, 5, 5, 3, 1, 11, 11, 13, 4, 1, 1, 1, 0, East, Stop, East, East, 6, 1000, 6, 14, True, False, True, True, South
6, 9, 6, 5, 3, 1, 11, 11, 14, 4, 1, 1, 1, 1, East, Stop, East, North, 4, 1000, 7, 12, True, False, True, True, South
7, 9, 6, 5, 3, 1, 10, 11, 14, 5, 0, 1, 1, 1, East, Stop, West, East, 5, 1000, 5, 12, True, False, True, True, East
8, 9, 7, 5, 3, 1, 10, 11, 15, 5, 0, 1, 1, 1, East, Stop, West, East, 5, 1000, 4, 12, True, False, True, True, East
9, 9, 8, 5, 3, 1, 10, 10, 16, 5, 0, 1, 1, 1, East, Stop, South, East, 5, 1000, 2, 11, True, False, True, True, East
10, 9, 7, 5, 3, 1, 11, 10, 16, 5, 1, 1, 1, 1, West, Stop, East, East, 7, 1000, 2, 10, True, False, True, True, East
10, 10, 7, 5, 3, 1, 11, 11, 16, 5, 1, 1, 0, 1, West, Stop, North, East, 8, 1000, 2, 11, True, False, True, True, North
10, 11, 7, 4, 3, 1, 12, 11, 16, 5, 0, 1, 1, 1, South, Stop, East, West, 10, 1000, 2, 11, True, False, True, True, North
11, 11, 7, 5, 3, 1, 12, 11, 15, 5, 0, 1, 1, 1, North, Stop, East, West, 10, 1000, 1, 9, True, False, True, True, East
12, 11, 8, 5, 3, 1, 5, 1, 14, 5, 0, 0, 1, 1, East, Stop, Stop, North, 10, 1000, 1000, 7, True, False, False, True, East
13, 11, 7, 5, 3, 1, 5, 1, 14, 6, 0, 0, 1, 1, West, Stop, Stop, North, 12, 1000, 1000, 5, True, False, False, True, East
14, 11, 8, 5, 3, 1, 5, 1, 14, 7, 0, 1, 1, 1, East, Stop, Stop, South, 12, 1000, 1000, 5, True, False, False, True, East
14, 10, 8, 4, 3, 1, 5, 1, 14, 6, 1, 1, 0, 0, South, Stop, Stop, South, 12, 1000, 1000, 4, True, False, False, True, South
14, 9, 9, 4, 3, 1, 5, 1, 14, 6, 1, 1, 1, 1, East, Stop, Stop, South, 10, 1000, 1000, 3, True, False, False, True, South
14, 8, 9, 3, 3, 1, 5, 1, 14, 6, 1, 1, 1, 1, South, Stop, Stop, North, 10, 1000, 1000, 1, True, False, False, True, South
14, 7, 8, 3, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 10, 1000, 1000, 1000, True, False, False, False, South
14, 6, 8, 4, 3, 1, 5, 1, 7, 1, 1, 1, 0, 0, North, Stop, Stop, Stop, 8, 1000, 1000, 1000, True, False, False, False, South
14, 5, 8, 5, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, North, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, South
13, 5, 8, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, South, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
12, 5, 7, 4, 3, 1, 5, 1, 7, 1, 0, 0, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
11, 5, 6, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
10, 5, 5, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
9, 5, 4, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
8, 5, 3, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
7, 5, 4, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, East, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
6, 5, 5, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, East, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, West
5, 5, 5, 3, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, South, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, West
5, 4, 6, 3, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, East, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, South
5, 3, 6, 4, 3, 1, 5, 1, 7, 1, 1, 0, 1, 1, North, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, South
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
1, 11, 6, 5, 6, 8, 8, 11, 14, 6, 0, 1, 0, 1, Stop, South, Stop, North, 11, 8, 7, 17, True, True, True, True, Stop
2, 11, 6, 5, 6, 9, 9, 11, 14, 7, 0, 0, 1, 1, Stop, North, East, South, 10, 6, 7, 17, True, True, True, True, East
3, 11, 6, 4, 6, 10, 10, 11, 14, 6, 0, 0, 1, 1, South, North, East, South, 10, 4, 7, 17, True, True, True, True, East
4, 11, 7, 4, 6, 9, 10, 10, 14, 5, 0, 0, 1, 1, East, South, South, West, 10, 4, 7, 15, True, True, True, True, East
5, 11, 6, 4, 7, 9, 10, 9, 13, 5, 0, 1, 1, 1, West, East, South, East, 8, 4, 7, 15, True, True, True, True, East
6, 11, 5, 4, 7, 9, 10, 8, 14, 5, 0, 1, 1, 1, West, East, South, East, 8, 3, 7, 14, True, True, True, True, East
6, 10, 6, 4, 8, 9, 10, 7, 14, 5, 1, 1, 1, 0, East, East, South, East, 6, 3, 7, 14, True, True, True, True, South
6, 9, 6, 3, 8, 8, 9, 7, 15, 5, 1, 1, 1, 1, South, South, West, East, 6, 3, 5, 13, True, True, True, True, South
7, 9, 6, 3, 8, 8, 9, 7, 15, 5, 0, 1, 1, 1, South, South, West, East, 7, 2, 4, 13, True, True, True, True, East
8, 9, 6, 4, 8, 7, 9, 8, 16, 5, 0, 1, 1, 1, North, South, North, East, 7, 2, 2, 12, True, True, True, True, East
8, 8, 6, 4, 9, 7, 5, 1, 16, 5, 1, 1, 1, 1, North, East, Stop, West, 6, 2, 1000, 10, True, True, False, True, South
8, 7, 6, 4, 9, 6, 5, 1, 15, 5, 1, 1, 1, 1, North, South, Stop, West, 5, 2, 1000, 9, True, True, False, True, South
9, 7, 6, 5, 9, 6, 5, 1, 15, 5, 1, 1, 1, 1, North, South, Stop, West, 5, 1, 1000, 8, True, True, False, True, East
10, 7, 6, 5, 10, 6, 5, 1, 15, 5, 1, 1, 1, 0, North, East, Stop, South, 6, 1, 1000, 8, True, True, False, True, East
10, 6, 7, 5, 3, 1, 5, 1, 15, 4, 1, 1, 1, 0, East, Stop, Stop, South, 4, 1000, 1000, 8, True, False, False, True, South
10, 5, 8, 5, 3, 1, 5, 1, 15, 3, 1, 1, 1, 1, East, Stop, Stop, East, 2, 1000, 1000, 8, True, False, False, True, South
9, 5, 8, 5, 3, 1, 5, 1, 16, 3, 1, 1, 1, 1, East, Stop, Stop, East, 1, 1000, 1000, 10, True, False, False, True, West
8, 5, 1, 1, 3, 1, 5, 1, 17, 3, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 10, False, False, False, True, West
9, 5, 1, 1, 3, 1, 5, 1, 16, 3, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 8, False, False, False, True, East
10, 5, 1, 1, 3, 1, 5, 1, 16, 4, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 8, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 16, 3, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 7, False, False, False, True, East
12, 5, 1, 1, 3, 1, 5, 1, 16, 3, 0, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 7, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 17, 3, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 7, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 18, 3, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 6, False, False, False, True, East
15, 5, 1, 1, 3, 1, 5, 1, 18, 3, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, East
15, 4, 1, 1, 3, 1, 5, 1, 18, 3, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 4, False, False, False, True, South
15, 3, 1, 1, 3, 1, 5, 1, 18, 3, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 2, False, False, False, True, South
16, 3, 1, 1, 3, 1, 5, 1, 17, 3, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, East
17, 3, 1, 1, 3, 1, 5, 1, 18, 3, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
1, 11, 7, 5, 6, 8, 9, 11, 14, 6, 0, 1, 0, 1, East, South, East, Stop, 12, 8, 8, 18, True, True, True, True, Stop
2, 11, 7, 4, 6, 8, 10, 11, 14, 6, 0, 0, 1, 1, South, South, East, North, 12, 7, 8, 16, True, True, True, True, East
3, 11, 7, 3, 7, 8, 9, 11, 14, 7, 0, 0, 1, 1, South, East, West, North, 12, 7, 6, 15, True, True, True, True, East
4, 11, 6, 3, 7, 7, 9, 11, 14, 7, 0, 0, 1, 1, West, South, West, West, 10, 7, 5, 13, True, True, True, True, East
5, 11, 5, 3, 7, 7, 9, 11, 13, 7, 0, 1, 1, 1, West, South, West, East, 8, 6, 4, 13, True, True, True, True, East
6, 11, 5, 3, 7, 7, 9, 11, 14, 7, 0, 1, 1, 1, West, South, West, South, 9, 5, 3, 13, True, True, True, True, East
6, 10, 4, 3, 6, 7, 10, 11, 14, 6, 1, 1, 1, 0, West, West, East, South, 9, 3, 5, 12, True, True, True, True, South
6, 9, 4, 4, 7, 7, 9, 11, 14, 6, 1, 1, 1, 1, North, East, West, North, 7, 3, 5, 10, True, True, True, True, South
6, 8, 3, 4, 8, 7, 8, 11, 14, 7, 1, 1, 1, 1, West, East, West, West, 7, 3, 5, 8, True, True, True, True, South
6, 7, 2, 4, 8, 8, 9, 11, 13, 7, 1, 0, 1, 1, West, North, East, West, 7, 3, 7, 7, True, True, True, True, South
7, 7, 2, 3, 8, 7, 8, 11, 13, 7, 1, 0, 1, 1, South, South, West, East, 9, 1, 5, 7, True, True, True, True, East
8, 7, 2, 4, 3, 1, 7, 11, 14, 7, 1, 1, 1, 1, North, Stop, West, West, 9, 1000, 5, 5, True, False, True, True, East
9, 7, 2, 5, 3, 1, 6, 11, 13, 7, 1, 1, 1, 1, North, Stop, West, West, 9, 1000, 7, 3, True, False, True, True, East
9, 8, 2, 4, 3, 1, 6, 10, 12, 7, 1, 1, 1, 1, South, Stop, South, North, 11, 1000, 5, 3, True, False, True, True, North
9, 9, 2, 4, 3, 1, 5, 10, 12, 8, 0, 1, 1, 1, South, Stop, West, South, 12, 1000, 5, 5, True, False, True, True, North
8, 9, 2, 4, 3, 1, 5, 11, 12, 7, 0, 1, 1, 1, South, Stop, North, North, 11, 1000, 5, 5, True, False, True, True, West
7, 9, 2, 5, 3, 1, 6, 11, 12, 8, 0, 1, 1, 1, North, Stop, East, North, 9, 1000, 3, 5, True, False, True, True, West
6, 9, 3, 5, 3, 1, 5, 11, 12, 9, 1, 1, 1, 1, East, Stop, West, North, 7, 1000, 3, 6, True, False, True, True, West
6, 10, 2, 5, 3, 1, 5, 10, 12, 9, 1, 1, 1, 0, West, Stop, South, West, 9, 1000, 1, 6, True, False, True, True, North
6, 11, 3, 5, 3, 1, 5, 11, 11, 9, 0, 1, 1, 1, East, Stop, North, North, 9, 1000, 1, 6, True, False, True, True, North
5, 11, 3, 4, 3, 1, 5, 1, 11, 10, 0, 1, 1, 1, South, Stop, Stop, West, 9, 1000, 1000, 6, True, False, False, True, West
5, 10, 4, 4, 3, 1, 5, 1, 10, 10, 1, 1, 0, 1, East, Stop, Stop, West, 7, 1000, 1000, 5, True, False, False, True, South
6, 10, 4, 4, 3, 1, 5, 1, 10, 10, 1, 1, 1, 0, East, Stop, Stop, North, 8, 1000, 1000, 5, True, False, False, True, East
6, 10, 4, 3, 3, 1, 5, 1, 10, 11, 1, 1, 1, 0, South, Stop, Stop, West, 9, 1000, 1000, 4, True, False, False, True, Stop
6, 9, 4, 3, 3, 1, 5, 1, 9, 11, 1, 1, 1, 1, South, Stop, Stop, West, 8, 1000, 1000, 5, True, False, False, True, South
6, 8, 3, 3, 3, 1, 5, 1, 9, 11, 1, 1, 1, 1, West, Stop, Stop, West, 8, 1000, 1000, 6, True, False, False, True, South
6, 7, 3, 3, 3, 1, 5, 1, 9, 11, 1, 0, 1, 1, West, Stop, Stop, West, 7, 1000, 1000, 7, True, False, False, True, South
6, 7, 3, 3, 3, 1, 5, 1, 9, 11, 1, 0, 1, 1, West, Stop, Stop, West, 7, 1000, 1000, 6, True, False, False, True, Stop
7, 7, 2, 3, 3, 1, 5, 1, 8, 11, 1, 0, 1, 1, West, Stop, Stop, West, 9, 1000, 1000, 5, True, False, False, True, East
8, 7, 2, 4, 3, 1, 5, 1, 8, 11, 1, 1, 1, 1, North, Stop, Stop, East, 9, 1000, 1000, 5, True, False, False, True, East
8, 8, 2, 4, 3, 1, 5, 1, 9, 11, 1, 1, 1, 1, North, Stop, Stop, East, 10, 1000, 1000, 5, True, False, False, True, North
9, 8, 2, 5, 3, 1, 5, 1, 10, 11, 1, 1, 1, 1, North, Stop, Stop, South, 10, 1000, 1000, 3, True, False, False, True, East
10, 8, 1, 5, 3, 1, 5, 1, 10, 10, 1, 1, 1, 0, West, Stop, Stop, East, 12, 1000, 1000, 3, True, False, False, True, East
10, 9, 1, 6, 3, 1, 5, 1, 11, 10, 1, 1, 1, 1, North, Stop, Stop, South, 12, 1000, 1000, 1, True, False, False, True, North
11, 9, 1, 7, 3, 1, 5, 1, 7, 1, 1, 0, 1, 1, North, Stop, Stop, Stop, 12, 1000, 1000, 1000, True, False, False, False, East
12, 9, 2, 7, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, East, Stop, Stop, Stop, 12, 1000, 1000, 1000, True, False, False, False, East
11, 9, 2, 8, 3, 1, 5, 1, 7, 1, 1, 0, 1, 1, North, Stop, Stop, Stop, 10, 1000, 1000, 1000, True, False, False, False, West
10, 9, 3, 8, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, East, Stop, Stop, Stop, 8, 1000, 1000, 1000, True, False, False, False, West
9, 9, 3, 7, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, South, Stop, Stop, Stop, 8, 1000, 1000, 1000, True, False, False, False, West
8, 9, 3, 8, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, North, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
7, 9, 2, 8, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 6, 1000, 1000, 1000, True, False, False, False, West
6, 9, 2, 9, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, North, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
5, 9, 2, 8, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, South, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
4, 9, 2, 8, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, South, Stop, Stop, Stop, 3, 1000, 1000, 1000, True, False, False, False, West
3, 9, 1, 8, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 3, 1000, 1000, 1000, True, False, False, False, West
2, 9, 1, 8, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, West
1, 9, 1, 8, 3, 1, 5, 1, 7, 1, 1, 1, 0, 1, West, Stop, Stop, Stop, 1, 1000, 1000, 1000, True, False, False, False, West
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 6, 8, 8, 11, 14, 6, 0, 0, 1, 1, South, South, Stop, South, 11, 7, 6, 18, True, True, True, True, East
3, 11, 7, 4, 7, 8, 8, 11, 14, 5, 0, 0, 1, 1, East, East, Stop, South, 11, 7, 5, 18, True, True, True, True, East
4, 11, 8, 4, 7, 9, 8, 11, 14, 4, 0, 0, 1, 1, East, North, Stop, South, 11, 5, 4, 17, True, True, True, True, East
5, 11, 9, 4, 8, 9, 8, 11, 14, 4, 0, 1, 1, 1, East, East, Stop, South, 11, 5, 3, 17, True, True, True, True, East
6, 11, 9, 5, 7, 9, 8, 11, 14, 3, 0, 1, 1, 1, North, West, Stop, East, 9, 3, 2, 17, True, True, True, True, East
6, 10, 9, 4, 8, 9, 7, 11, 15, 3, 1, 1, 1, 0, South, East, West, North, 9, 3, 2, 15, True, True, True, True, South
6, 9, 9, 4, 9, 9, 6, 11, 15, 4, 1, 1, 1, 1, South, East, West, North, 8, 3, 2, 13, True, True, True, True, South
6, 10, 9, 5, 10, 9, 7, 11, 15, 5, 1, 1, 1, 0, North, East, East, East, 8, 5, 2, 15, True, True, True, True, North
6, 11, 8, 5, 10, 9, 5, 1, 16, 5, 0, 1, 1, 1, West, East, Stop, West, 8, 6, 1000, 15, True, True, False, True, North
7, 11, 8, 4, 9, 9, 5, 1, 15, 5, 0, 0, 1, 1, South, West, Stop, West, 8, 4, 1000, 13, True, True, False, True, East
8, 11, 7, 4, 10, 9, 5, 1, 14, 5, 0, 0, 1, 1, West, East, Stop, South, 8, 4, 1000, 13, True, True, False, True, East
9, 11, 6, 4, 10, 8, 5, 1, 14, 4, 0, 0, 1, 1, West, South, Stop, South, 10, 4, 1000, 13, True, True, False, True, East
10, 11, 6, 5, 10, 8, 5, 1, 14, 3, 0, 1, 1, 1, North, South, Stop, West, 10, 3, 1000, 11, True, True, False, True, East
10, 10, 6, 5, 9, 8, 5, 1, 13, 3, 1, 1, 0, 1, North, West, Stop, North, 9, 3, 1000, 9, True, True, False, True, South
10, 9, 5, 5, 9, 8, 5, 1, 13, 4, 1, 1, 1, 1, West, West, Stop, South, 9, 2, 1000, 9, True, True, False, True, South
9, 9, 5, 5, 3, 1, 5, 1, 13, 3, 0, 1, 1, 1, West, Stop, Stop, East, 8, 1000, 1000, 11, True, False, False, True, West
8, 9, 5, 4, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, South, Stop, Stop, East, 8, 1000, 1000, 12, True, False, False, True, West
8, 8, 4, 4, 3, 1, 5, 1, 14, 3, 1, 1, 1, 1, West, Stop, Stop, West, 8, 1000, 1000, 10, True, False, False, True, South
8, 7, 3, 4, 3, 1, 5, 1, 13, 3, 1, 1, 1, 1, West, Stop, Stop, East, 8, 1000, 1000, 10, True, False, False, True, South
8, 6, 4, 4, 3, 1, 5, 1, 14, 3, 1, 1, 0, 1, East, Stop, Stop, East, 6, 1000, 1000, 9, True, False, False, True, South
8, 5, 5, 4, 3, 1, 5, 1, 14, 3, 1, 1, 1, 1, East, Stop, Stop, East, 4, 1000, 1000, 8, True, False, False, True, South
7, 5, 5, 5, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, North, Stop, Stop, East, 2, 1000, 1000, 9, True, False, False, True, West
6, 5, 4, 5, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, West, Stop, Stop, West, 2, 1000, 1000, 9, True, False, False, True, West
5, 5, 3, 5, 3, 1, 5, 1, 13, 3, 0, 1, 1, 1, West, Stop, Stop, West, 2, 1000, 1000, 10, True, False, False, True, West
4, 5, 1, 1, 3, 1, 5, 1, 13, 3, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 12, False, False, False, True, West
5, 5, 1, 1, 3, 1, 5, 1, 14, 3, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 10, False, False, False, True, East
6, 5, 1, 1, 3, 1, 5, 1, 13, 3, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 9, False, False, False, True, East
7, 5, 1, 1, 3, 1, 5, 1, 13, 3, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 8, False, False, False, True, East
8, 5, 1, 1, 3, 1, 5, 1, 13, 3, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 6, False, False, False, True, East
9, 5, 1, 1, 3, 1, 5, 1, 13, 4, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 4, False, False, False, True, East
10, 5, 1, 1, 3, 1, 5, 1, 13, 5, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 2, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 5, 5, 6, 9, 8, 11, 14, 6, 0, 0, 1, 1, West, Stop, Stop, North, 9, 6, 6, 16, True, True, True, True, East
3, 11, 5, 5, 6, 8, 8, 11, 14, 7, 0, 0, 1, 1, West, South, Stop, West, 8, 6, 5, 14, True, True, True, True, East
4, 11, 6, 5, 5, 8, 9, 11, 13, 7, 0, 0, 1, 1, East, West, East, West, 8, 4, 5, 12, True, True, True, True, East
5, 11, 6, 5, 5, 7, 9, 11, 12, 7, 0, 1, 1, 1, East, South, East, North, 7, 4, 4, 10, True, True, True, True, East
6, 11, 7, 5, 6, 7, 8, 11, 12, 8, 0, 1, 1, 1, East, East, West, North, 7, 4, 2, 9, True, True, True, True, East
6, 10, 7, 4, 7, 7, 7, 11, 12, 8, 1, 1, 1, 0, South, East, West, South, 7, 4, 2, 9, True, True, True, True, South
6, 9, 7, 5, 6, 7, 8, 11, 12, 7, 1, 1, 1, 1, North, West, East, South, 5, 2, 4, 8, True, True, True, True, South
6, 8, 7, 4, 3, 1, 9, 11, 12, 7, 1, 1, 1, 1, South, Stop, East, North, 5, 1000, 6, 6, True, False, True, True, South
7, 8, 6, 4, 3, 1, 8, 11, 12, 8, 1, 1, 1, 1, West, Stop, West, North, 5, 1000, 4, 6, True, False, True, True, East
7, 7, 7, 4, 3, 1, 8, 11, 12, 9, 1, 0, 1, 1, East, Stop, West, South, 3, 1000, 5, 6, True, False, True, True, South
8, 7, 7, 4, 3, 1, 9, 11, 12, 8, 1, 1, 1, 1, East, Stop, East, North, 4, 1000, 5, 6, True, False, True, True, East
8, 6, 7, 5, 3, 1, 10, 11, 12, 9, 1, 1, 0, 1, North, Stop, East, North, 2, 1000, 7, 7, True, False, True, True, South
8, 5, 6, 5, 3, 1, 10, 10, 12, 9, 1, 1, 1, 1, West, Stop, South, South, 2, 1000, 7, 7, True, False, True, True, South
7, 5, 5, 5, 3, 1, 11, 10, 12, 8, 0, 1, 1, 1, West, Stop, East, South, 2, 1000, 9, 7, True, False, True, True, West
7, 4, 4, 5, 3, 1, 10, 10, 12, 7, 1, 1, 1, 1, West, Stop, West, East, 4, 1000, 9, 9, True, False, True, True, South
6, 4, 4, 5, 3, 1, 10, 9, 13, 7, 1, 1, 1, 1, West, Stop, South, West, 3, 1000, 9, 9, True, False, True, True, West
5, 4, 3, 5, 3, 1, 11, 9, 12, 7, 1, 1, 1, 1, West, Stop, East, North, 3, 1000, 11, 11, True, False, True, True, West
4, 4, 2, 5, 3, 1, 12, 9, 12, 8, 1, 1, 1, 1, West, Stop, East, North, 3, 1000, 13, 12, True, False, True, True, West
4, 5, 1, 5, 3, 1, 11, 9, 12, 8, 0, 1, 1, 1, West, Stop, West, East, 3, 1000, 11, 12, True, False, True, True, North
3, 5, 1, 6, 3, 1, 12, 9, 13, 8, 0, 1, 1, 1, North, Stop, East, South, 3, 1000, 13, 12, True, False, True, True, West
2, 5, 1, 5, 3, 1, 11, 9, 13, 7, 0, 1, 1, 1, South, Stop, West, East, 1, 1000, 13, 14, True, False, True, True, West
1, 5, 1, 1, 3, 1, 12, 9, 14, 7, 1, 1, 0, 1, Stop, Stop, East, East, 1000, 1000, 15, 15, False, False, True, True, West
2, 5, 1, 1, 3, 1, 12, 8, 14, 7, 0, 1, 1, 1, Stop, Stop, South, West, 1000, 1000, 13, 13, False, False, True, True, East
