@RELATION all_data_pacman
	@ATTRIBUTE pacmanPosX NUMERIC
	@ATTRIBUTE pacmanPosY NUMERIC
	@ATTRIBUTE Ghost_1_PosX NUMERIC
	@ATTRIBUTE Ghost_1_PosY NUMERIC
	@ATTRIBUTE Ghost_2_PosX NUMERIC
	@ATTRIBUTE Ghost_2_PosY NUMERIC
	@ATTRIBUTE Ghost_3_PosX NUMERIC
	@ATTRIBUTE Ghost_3_PosY NUMERIC
	@ATTRIBUTE Ghost_4_PosX NUMERIC
	@ATTRIBUTE Ghost_4_PosY NUMERIC
	@ATTRIBUTE legalNorth NUMERIC
	@ATTRIBUTE legalSouth NUMERIC
	@ATTRIBUTE legalWest NUMERIC
	@ATTRIBUTE legalEast NUMERIC
	@ATTRIBUTE ghost_1_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_2_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_3_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_4_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_1_Distance NUMERIC
	@ATTRIBUTE ghost_2_Distance NUMERIC
	@ATTRIBUTE ghost_3_Distance NUMERIC
	@ATTRIBUTE ghost_4_Distance NUMERIC
	@ATTRIBUTE livingGhost_1 {True, False}
	@ATTRIBUTE livingGhost_2 {True, False}
	@ATTRIBUTE livingGhost_3 {True, False}
	@ATTRIBUTE livingGhost_4 {True, False}
	@ATTRIBUTE currentMove {Stop, North, South, West, East}

@data
8, 8, 7, 4, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, East, Stop, Stop, North, 5, 1000, 1000, 6, True, False, False, True, South
8, 7, 7, 3, 3, 1, 5, 1, 14, 8, 1, 1, 1, 1, South, Stop, Stop, North, 5, 1000, 1000, 8, True, False, False, True, South
8, 6, 7, 3, 3, 1, 5, 1, 14, 9, 1, 1, 0, 1, South, Stop, Stop, East, 4, 1000, 1000, 10, True, False, False, True, South
8, 5, 8, 3, 3, 1, 5, 1, 15, 9, 1, 1, 1, 1, East, Stop, Stop, South, 2, 1000, 1000, 10, True, False, False, True, South
8, 4, 9, 3, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, East, Stop, Stop, East, 2, 1000, 1000, 12, True, False, False, True, South
8, 3, 9, 4, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, North, Stop, Stop, North, 2, 1000, 1000, 14, True, False, False, True, South
9, 3, 9, 4, 3, 1, 5, 1, 16, 9, 1, 0, 1, 1, North, Stop, Stop, East, 1, 1000, 1000, 14, True, False, False, True, East
9, 4, 1, 1, 3, 1, 5, 1, 17, 9, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 12, False, False, False, True, North
10, 4, 1, 1, 3, 1, 5, 1, 17, 8, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 12, False, False, False, True, East
11, 4, 1, 1, 3, 1, 5, 1, 17, 9, 1, 1, 1, 0, Stop, Stop, Stop, South, 1000, 1000, 1000, 10, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 17, 8, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 8, False, False, False, True, North
12, 5, 1, 1, 3, 1, 5, 1, 17, 7, 0, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 8, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 17, 8, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 7, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 17, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 5, False, False, False, True, East
14, 6, 1, 1, 3, 1, 5, 1, 17, 7, 1, 1, 0, 0, Stop, Stop, Stop, South, 1000, 1000, 1000, 4, False, False, False, True, North
14, 7, 1, 1, 3, 1, 5, 1, 17, 7, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, North
15, 7, 1, 1, 3, 1, 5, 1, 17, 7, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 1, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 7, 5, 6, 10, 8, 11, 14, 6, 0, 0, 1, 1, East, North, Stop, North, 11, 5, 6, 16, True, True, True, True, East
3, 11, 7, 4, 6, 9, 9, 11, 14, 7, 0, 0, 1, 1, South, South, East, South, 11, 5, 6, 16, True, True, True, True, East
4, 11, 7, 4, 6, 8, 9, 11, 14, 6, 0, 0, 1, 1, South, South, East, South, 10, 5, 5, 16, True, True, True, True, East
5, 11, 7, 5, 5, 8, 8, 11, 14, 5, 0, 1, 1, 1, North, West, West, South, 8, 3, 3, 16, True, True, True, True, East
6, 11, 7, 4, 5, 8, 9, 11, 14, 4, 0, 1, 1, 1, South, West, East, West, 8, 4, 3, 14, True, True, True, True, East
6, 10, 7, 3, 6, 8, 9, 11, 13, 4, 1, 1, 1, 0, South, East, East, West, 8, 2, 4, 13, True, True, True, True, South
6, 9, 6, 3, 3, 1, 9, 11, 13, 4, 1, 1, 1, 1, West, Stop, East, East, 6, 1000, 5, 13, True, False, True, True, South
6, 10, 7, 3, 3, 1, 9, 11, 14, 4, 1, 1, 1, 0, East, Stop, East, South, 8, 1000, 4, 15, True, False, True, True, North
6, 11, 7, 4, 3, 1, 9, 11, 14, 3, 0, 1, 1, 1, North, Stop, East, East, 8, 1000, 3, 17, True, False, True, True, North
7, 11, 7, 3, 3, 1, 9, 11, 15, 3, 0, 0, 1, 1, South, Stop, East, East, 8, 1000, 2, 17, True, False, True, True, East
8, 11, 7, 3, 3, 1, 10, 11, 16, 3, 0, 0, 1, 1, South, Stop, East, East, 9, 1000, 2, 16, True, False, True, True, East
9, 11, 7, 3, 3, 1, 10, 10, 16, 3, 0, 0, 1, 1, South, Stop, South, West, 10, 1000, 2, 14, True, False, True, True, East
10, 11, 7, 3, 3, 1, 10, 10, 15, 3, 0, 1, 1, 1, South, Stop, South, West, 11, 1000, 1, 13, True, False, True, True, East
10, 10, 8, 3, 3, 1, 5, 1, 15, 3, 1, 1, 0, 1, East, Stop, Stop, North, 9, 1000, 1000, 11, True, False, False, True, South
10, 9, 8, 4, 3, 1, 5, 1, 15, 4, 1, 1, 1, 1, North, Stop, Stop, North, 7, 1000, 1000, 10, True, False, False, True, South
9, 9, 8, 3, 3, 1, 5, 1, 15, 4, 0, 1, 1, 1, South, Stop, Stop, South, 7, 1000, 1000, 12, True, False, False, True, West
8, 9, 9, 3, 3, 1, 5, 1, 15, 3, 0, 1, 1, 1, East, Stop, Stop, North, 7, 1000, 1000, 12, True, False, False, True, West
8, 8, 10, 3, 3, 1, 5, 1, 15, 4, 1, 1, 1, 1, East, Stop, Stop, North, 7, 1000, 1000, 10, True, False, False, True, South
8, 7, 10, 3, 3, 1, 5, 1, 15, 5, 1, 1, 1, 1, East, Stop, Stop, East, 6, 1000, 1000, 10, True, False, False, True, South
8, 6, 11, 3, 3, 1, 5, 1, 16, 5, 1, 1, 0, 1, East, Stop, Stop, West, 6, 1000, 1000, 8, True, False, False, True, South
8, 5, 11, 4, 3, 1, 5, 1, 15, 5, 1, 1, 1, 1, North, Stop, Stop, West, 4, 1000, 1000, 7, True, False, False, True, South
8, 4, 11, 4, 3, 1, 5, 1, 15, 5, 1, 1, 1, 1, North, Stop, Stop, South, 3, 1000, 1000, 7, True, False, False, True, South
8, 3, 10, 4, 3, 1, 5, 1, 15, 4, 1, 0, 1, 1, West, Stop, Stop, East, 3, 1000, 1000, 9, True, False, False, True, South
9, 3, 10, 5, 3, 1, 5, 1, 16, 4, 1, 0, 1, 1, North, Stop, Stop, North, 3, 1000, 1000, 9, True, False, False, True, East
10, 3, 11, 5, 3, 1, 5, 1, 16, 5, 1, 0, 1, 1, East, Stop, Stop, North, 3, 1000, 1000, 8, True, False, False, True, East
10, 4, 11, 4, 3, 1, 5, 1, 16, 5, 1, 1, 1, 1, South, Stop, Stop, West, 1, 1000, 1000, 6, True, False, False, True, North
11, 4, 1, 1, 3, 1, 5, 1, 15, 5, 1, 1, 1, 0, Stop, Stop, Stop, West, 1000, 1000, 1000, 5, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 15, 5, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, North
12, 5, 1, 1, 3, 1, 5, 1, 16, 5, 0, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 15, 5, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 15, 4, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, East
15, 5, 1, 1, 3, 1, 5, 1, 15, 3, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 2, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 5, 5, 9, 8, 11, 14, 6, 0, 0, 1, 1, Stop, West, Stop, North, 10, 5, 6, 16, True, True, True, True, East
3, 11, 6, 5, 5, 8, 7, 11, 14, 7, 0, 0, 1, 1, Stop, South, West, North, 9, 5, 4, 15, True, True, True, True, East
4, 11, 6, 5, 5, 8, 6, 11, 14, 7, 0, 0, 1, 1, Stop, South, West, East, 8, 4, 2, 15, True, True, True, True, East
5, 11, 5, 5, 4, 8, 5, 1, 15, 7, 0, 1, 1, 1, West, West, Stop, North, 6, 4, 1000, 13, True, True, False, True, East
6, 11, 4, 5, 4, 9, 5, 1, 15, 8, 0, 1, 1, 1, West, North, Stop, North, 8, 4, 1000, 11, True, True, False, True, East
6, 10, 3, 5, 5, 9, 5, 1, 15, 9, 1, 1, 1, 0, West, East, Stop, West, 8, 2, 1000, 9, True, True, False, True, South
6, 9, 3, 5, 5, 9, 5, 1, 14, 9, 1, 1, 1, 1, West, East, Stop, South, 7, 1, 1000, 9, True, True, False, True, South
5, 9, 4, 5, 3, 1, 5, 1, 14, 8, 1, 1, 1, 1, East, Stop, Stop, North, 5, 1000, 1000, 9, True, False, False, True, West
5, 8, 3, 5, 3, 1, 5, 1, 14, 9, 1, 1, 1, 1, West, Stop, Stop, North, 5, 1000, 1000, 11, True, False, False, True, South
5, 7, 3, 5, 3, 1, 5, 1, 14, 10, 1, 0, 1, 1, West, Stop, Stop, North, 4, 1000, 1000, 12, True, False, False, True, South
6, 7, 3, 5, 3, 1, 5, 1, 14, 10, 1, 0, 1, 1, West, Stop, Stop, South, 5, 1000, 1000, 10, True, False, False, True, East
7, 7, 2, 5, 3, 1, 5, 1, 14, 9, 1, 0, 1, 1, West, Stop, Stop, South, 7, 1000, 1000, 9, True, False, False, True, East
8, 7, 2, 5, 3, 1, 5, 1, 14, 9, 1, 1, 1, 1, West, Stop, Stop, East, 8, 1000, 1000, 9, True, False, False, True, East
8, 6, 2, 4, 3, 1, 5, 1, 15, 9, 1, 1, 0, 1, South, Stop, Stop, West, 8, 1000, 1000, 9, True, False, False, True, South
8, 5, 2, 5, 3, 1, 5, 1, 14, 9, 1, 1, 1, 1, North, Stop, Stop, North, 6, 1000, 1000, 11, True, False, False, True, South
7, 5, 2, 4, 3, 1, 5, 1, 14, 10, 0, 1, 1, 1, South, Stop, Stop, North, 6, 1000, 1000, 12, True, False, False, True, West
6, 5, 2, 5, 3, 1, 5, 1, 14, 10, 0, 1, 1, 1, North, Stop, Stop, North, 4, 1000, 1000, 13, True, False, False, True, West
5, 5, 2, 4, 3, 1, 5, 1, 14, 10, 0, 1, 1, 1, South, Stop, Stop, South, 4, 1000, 1000, 13, True, False, False, True, West
4, 5, 3, 4, 3, 1, 5, 1, 14, 9, 0, 1, 1, 1, East, Stop, Stop, West, 2, 1000, 1000, 13, True, False, False, True, West
3, 5, 2, 4, 3, 1, 5, 1, 13, 9, 0, 1, 1, 1, West, Stop, Stop, West, 2, 1000, 1000, 14, True, False, False, True, West
3, 4, 1, 1, 3, 1, 5, 1, 13, 9, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 15, False, False, False, True, South
4, 4, 1, 1, 3, 1, 5, 1, 13, 9, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 15, False, False, False, True, East
5, 4, 1, 1, 3, 1, 5, 1, 14, 9, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 13, False, False, False, True, East
6, 4, 1, 1, 3, 1, 5, 1, 14, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 13, False, False, False, True, East
7, 4, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 13, False, False, False, True, East
8, 4, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 11, False, False, False, True, East
9, 4, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 11, False, False, False, True, East
10, 4, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 9, False, False, False, True, East
10, 5, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 7, False, False, False, True, North
10, 6, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 0, Stop, Stop, Stop, West, 1000, 1000, 1000, 6, False, False, False, True, North
10, 7, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 0, Stop, Stop, Stop, East, 1000, 1000, 1000, 6, False, False, False, True, North
10, 8, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 0, Stop, Stop, Stop, West, 1000, 1000, 1000, 6, False, False, False, True, North
10, 9, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 8, False, False, False, True, North
11, 9, 1, 1, 3, 1, 5, 1, 16, 7, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 6, False, False, False, True, East
12, 9, 1, 1, 3, 1, 5, 1, 16, 8, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 4, False, False, False, True, East
13, 9, 1, 1, 3, 1, 5, 1, 15, 8, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 5, 5, 9, 9, 11, 14, 6, 0, 0, 1, 1, Stop, West, East, Stop, 10, 5, 7, 17, True, True, True, True, East
3, 11, 7, 5, 6, 9, 10, 11, 14, 6, 0, 0, 1, 1, East, East, East, South, 10, 5, 7, 17, True, True, True, True, East
4, 11, 7, 5, 7, 9, 10, 11, 14, 5, 0, 0, 1, 1, East, East, East, East, 9, 5, 6, 17, True, True, True, True, East
5, 11, 7, 4, 7, 8, 10, 11, 15, 5, 0, 1, 1, 1, South, South, East, West, 9, 5, 5, 15, True, True, True, True, East
6, 11, 8, 4, 6, 8, 10, 11, 14, 5, 0, 1, 1, 1, East, West, East, South, 9, 3, 4, 15, True, True, True, True, East
6, 10, 8, 4, 6, 7, 11, 11, 14, 4, 1, 1, 1, 0, East, South, East, South, 8, 3, 6, 15, True, True, True, True, South
6, 9, 7, 4, 6, 8, 11, 10, 14, 3, 1, 1, 1, 1, West, North, South, West, 6, 1, 6, 13, True, True, True, True, South
6, 8, 7, 3, 3, 1, 11, 11, 13, 3, 1, 1, 1, 1, South, Stop, North, North, 6, 1000, 8, 11, True, False, True, True, South
7, 8, 7, 4, 3, 1, 11, 10, 13, 4, 1, 1, 1, 1, North, Stop, South, North, 4, 1000, 6, 9, True, False, True, True, East
7, 7, 6, 4, 3, 1, 10, 10, 13, 5, 1, 0, 1, 1, West, Stop, West, North, 4, 1000, 6, 8, True, False, True, True, South
8, 7, 6, 4, 3, 1, 10, 11, 13, 5, 1, 1, 1, 1, West, Stop, North, South, 5, 1000, 6, 8, True, False, True, True, East
8, 6, 5, 4, 3, 1, 10, 10, 13, 4, 1, 1, 0, 1, West, Stop, South, South, 5, 1000, 6, 8, True, False, True, True, South
8, 5, 5, 5, 3, 1, 10, 9, 13, 3, 1, 1, 1, 1, North, Stop, South, East, 3, 1000, 6, 8, True, False, True, True, South
7, 5, 4, 5, 3, 1, 10, 9, 14, 3, 0, 1, 1, 1, West, Stop, South, North, 3, 1000, 7, 8, True, False, True, True, West
7, 4, 3, 5, 3, 1, 10, 8, 14, 4, 1, 1, 1, 1, West, Stop, South, East, 5, 1000, 7, 8, True, False, True, True, South
7, 3, 2, 5, 3, 1, 10, 7, 15, 4, 1, 0, 1, 1, West, Stop, South, East, 7, 1000, 7, 9, True, False, True, True, South
6, 3, 2, 5, 3, 1, 9, 7, 15, 4, 1, 0, 1, 1, West, Stop, West, South, 6, 1000, 7, 9, True, False, True, True, West
5, 3, 2, 5, 3, 1, 8, 7, 15, 3, 1, 0, 1, 1, West, Stop, West, South, 5, 1000, 7, 10, True, False, True, True, West
4, 3, 2, 4, 3, 1, 8, 8, 15, 3, 1, 0, 1, 1, South, Stop, North, North, 3, 1000, 9, 12, True, False, True, True, West
3, 3, 3, 4, 3, 1, 8, 9, 15, 4, 1, 0, 1, 1, East, Stop, North, East, 1, 1000, 11, 14, True, False, True, True, West
2, 3, 3, 4, 3, 1, 8, 9, 16, 4, 1, 0, 1, 1, East, Stop, North, North, 2, 1000, 12, 16, True, False, True, True, West
2, 4, 4, 4, 3, 1, 9, 9, 16, 5, 1, 1, 1, 1, East, Stop, East, North, 2, 1000, 12, 15, True, False, True, True, North
2, 5, 5, 4, 3, 1, 9, 8, 16, 5, 0, 1, 1, 1, East, Stop, South, North, 4, 1000, 10, 14, True, False, True, True, North
3, 5, 4, 4, 3, 1, 9, 8, 16, 5, 0, 1, 1, 1, West, Stop, South, West, 2, 1000, 9, 12, True, False, True, True, East
4, 5, 1, 1, 3, 1, 8, 8, 15, 5, 0, 1, 1, 1, Stop, Stop, West, West, 1000, 1000, 7, 10, False, False, True, True, East
5, 5, 1, 1, 3, 1, 7, 8, 14, 5, 0, 1, 1, 1, Stop, Stop, West, South, 1000, 1000, 5, 10, False, False, True, True, East
6, 5, 1, 1, 3, 1, 7, 8, 14, 4, 0, 1, 1, 1, Stop, Stop, West, North, 1000, 1000, 4, 8, False, False, True, True, East
7, 5, 1, 1, 3, 1, 7, 8, 14, 5, 0, 1, 1, 1, Stop, Stop, West, North, 1000, 1000, 3, 8, False, False, True, True, East
8, 5, 1, 1, 3, 1, 6, 8, 14, 6, 1, 1, 1, 1, Stop, Stop, West, North, 1000, 1000, 5, 7, False, False, True, True, East
8, 6, 1, 1, 3, 1, 5, 8, 14, 6, 1, 1, 0, 1, Stop, Stop, West, South, 1000, 1000, 5, 7, False, False, True, True, North
8, 7, 1, 1, 3, 1, 6, 8, 14, 5, 1, 1, 1, 1, Stop, Stop, East, North, 1000, 1000, 3, 7, False, False, True, True, North
8, 8, 1, 1, 3, 1, 6, 8, 14, 6, 1, 1, 1, 1, Stop, Stop, East, North, 1000, 1000, 2, 7, False, False, True, True, North
7, 8, 1, 1, 3, 1, 6, 8, 14, 7, 1, 1, 1, 1, Stop, Stop, East, North, 1000, 1000, 1, 8, False, False, True, True, West
6, 8, 1, 1, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 8, False, False, False, True, West
7, 8, 1, 1, 3, 1, 5, 1, 13, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 8, False, False, False, True, East
8, 8, 1, 1, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 7, False, False, False, True, East
9, 8, 1, 1, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 7, False, False, False, True, East
10, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 0, Stop, Stop, Stop, North, 1000, 1000, 1000, 5, False, False, False, True, East
10, 9, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 7, False, False, False, True, North
11, 9, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 5, False, False, False, True, East
12, 9, 1, 1, 3, 1, 5, 1, 15, 8, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, East
13, 9, 1, 1, 3, 1, 5, 1, 16, 8, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 5, False, False, False, True, East
14, 9, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 4, False, False, False, True, East
14, 8, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, South
14, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, South
15, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, East
16, 7, 1, 1, 3, 1, 5, 1, 16, 9, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, East
16, 8, 1, 1, 3, 1, 5, 1, 15, 9, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, North
15, 8, 1, 1, 3, 1, 5, 1, 16, 9, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, West
15, 9, 1, 1, 3, 1, 5, 1, 17, 9, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, North
16, 9, 1, 1, 3, 1, 5, 1, 17, 8, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, East
17, 9, 1, 1, 3, 1, 5, 1, 17, 7, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, East
17, 8, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, South
17, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, South
16, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, West
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 6, 9, 7, 11, 14, 6, 0, 0, 1, 1, South, Stop, West, Stop, 11, 6, 5, 17, True, True, True, True, East
3, 11, 5, 4, 6, 8, 6, 11, 14, 6, 0, 0, 1, 1, West, South, West, North, 9, 6, 3, 15, True, True, True, True, East
4, 11, 5, 5, 6, 9, 7, 11, 14, 7, 0, 0, 1, 1, North, North, East, North, 7, 4, 3, 14, True, True, True, True, East
5, 11, 6, 5, 6, 10, 6, 11, 14, 7, 0, 1, 1, 1, East, North, West, East, 7, 2, 1, 14, True, True, True, True, East
6, 11, 5, 5, 3, 1, 5, 1, 15, 7, 0, 1, 1, 1, West, Stop, Stop, West, 7, 1000, 1000, 12, True, False, False, True, East
6, 10, 5, 5, 3, 1, 5, 1, 14, 7, 1, 1, 1, 0, West, Stop, Stop, West, 6, 1000, 1000, 10, True, False, False, True, South
6, 9, 6, 5, 3, 1, 5, 1, 13, 7, 1, 1, 1, 1, East, Stop, Stop, North, 4, 1000, 1000, 8, True, False, False, True, South
7, 9, 6, 5, 3, 1, 5, 1, 13, 8, 0, 1, 1, 1, East, Stop, Stop, North, 5, 1000, 1000, 7, True, False, False, True, East
8, 9, 6, 5, 3, 1, 5, 1, 13, 8, 0, 1, 1, 1, East, Stop, Stop, East, 6, 1000, 1000, 7, True, False, False, True, East
8, 8, 7, 5, 3, 1, 5, 1, 14, 8, 1, 1, 1, 1, East, Stop, Stop, South, 4, 1000, 1000, 7, True, False, False, True, South
8, 7, 7, 5, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, East, Stop, Stop, South, 3, 1000, 1000, 6, True, False, False, True, South
8, 6, 7, 4, 3, 1, 5, 1, 14, 7, 1, 1, 0, 1, South, Stop, Stop, East, 3, 1000, 1000, 8, True, False, False, True, South
8, 5, 7, 4, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, South, Stop, Stop, East, 2, 1000, 1000, 10, True, False, False, True, South
7, 5, 6, 4, 3, 1, 5, 1, 16, 7, 0, 1, 1, 1, West, Stop, Stop, East, 2, 1000, 1000, 11, True, False, False, True, West
6, 5, 7, 4, 3, 1, 5, 1, 16, 7, 0, 1, 1, 1, East, Stop, Stop, East, 2, 1000, 1000, 12, True, False, False, True, West
5, 5, 7, 3, 3, 1, 5, 1, 16, 7, 0, 1, 1, 1, South, Stop, Stop, North, 4, 1000, 1000, 14, True, False, False, True, West
6, 5, 7, 3, 3, 1, 5, 1, 16, 8, 0, 1, 1, 1, South, Stop, Stop, North, 3, 1000, 1000, 14, True, False, False, True, East
7, 5, 7, 4, 3, 1, 5, 1, 16, 9, 0, 1, 1, 1, North, Stop, Stop, East, 1, 1000, 1000, 14, True, False, False, True, East
7, 4, 1, 1, 3, 1, 5, 1, 17, 9, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 14, False, False, False, True, South
8, 4, 1, 1, 3, 1, 5, 1, 16, 9, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 13, False, False, False, True, East
9, 4, 1, 1, 3, 1, 5, 1, 16, 9, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 11, False, False, False, True, East
10, 4, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 10, False, False, False, True, East
11, 4, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 0, Stop, Stop, Stop, South, 1000, 1000, 1000, 9, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 16, 8, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 9, False, False, False, True, North
12, 5, 1, 1, 3, 1, 5, 1, 16, 9, 0, 0, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 7, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 16, 8, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 6, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 16, 8, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 6, False, False, False, True, East
14, 6, 1, 1, 3, 1, 5, 1, 17, 8, 1, 1, 0, 0, Stop, Stop, Stop, East, 1000, 1000, 1000, 5, False, False, False, True, North
